7response,context,context/0,context/1,context/2,context/3,context/4,context/5
 green (personal Amex card) ," Good morning, thanks for reaching out. Sorry to hear this. Which U.S. issued Amex Card product ",received a denied charge message from comfort inn had already checked out and had receipt , , , , , 
" Thank you! I am so excited, I've heard only good things about how good was the service. I'm heading off to Hong Kong visiting my sister. ", Have a wonderful birthday on board with us Solene! Where are you jetting off to? ,Cannot wait for my Birthday flight with !ðŸŽ‚ , , , , , 
 I'm sorry your parcel arrived in this condition! Were any of the contents inside damaged? Please let us know! ,nice to see a parcel turn up after 2 non attempts at delivery with a giant hole in the box. , , , , , , 
" I have expressed my concerns on the phone the last time the delivery wasn't even attempted, but this time I haven't yet had the chance. "," I can understand why this is frustrating, Jonathan! Have you been able to contact us by phone and & express your concerns with us?^FR ", Leaves a rather sour taste in the mouth of a customer who pays for prime delivery. Not even like my house is hard to find... Unimpressed , I'm sorry your parcel arrived in this condition! Were any of the contents inside damaged? Please let us know! ,nice to see a parcel turn up after 2 non attempts at delivery with a giant hole in the box. , , , 
" Yes, letting me ""it's delayed"", well duh! How the he'll does it go from pre-order to out of stock? ", I'm so sorry that your book didn't get delivered! I can understand your frustration! Did you receive an email explaining? ,Hey great work on selling me a pre order book then telling me it's out of stock on the delivery day. , , , , , 
" Some of the ""X-Ray Lyrics"" that accompany songs in the app are incorrect. When I spot these, is there a way for me to suggest changes? "," We'd be glad to assist with this, Rich! Without posting personal account information, tell us more about this. ",Is there a way to suggest lyric edits on ? , , , , , 
" We're always here to lend a helping hand! Without giving personal or account info, please tell us what your situation is? ",but i feel the subtlety of the issue is being lost in translation (2/2) , , , , , , 
 We'd love to help sort this out if we can! Could you please elaborate so that we can provide the best help for you? ,"hey, you guys kinda took my money. Yall need to fix that. ", , , , , , 
 Can I update my iPad or wait till next update? Update size also above 1GB.. ,release updates but haven't fixed some bugs till now! :/ , , , , , , 
 11.0.3 and iTunes 12.7. , We'd like to look into this with you. What is your current iOS version? ,"iOs 11 is a mess. My iTunes is a mess. Fix up, ", , , , , 
" i have never tried on Mobile data. the problem does persist on all Wi-Fi networks (open and private) that my iphone 5s has connected to, the music app would crash and close soon after i open it. ", We'd like to help. Is this happening on cellular as well? Does it happen on all Wi-Fi networks? ,i have a 5s and my app crashes when connected to wifi. Please sort this out with the next ios update. , , , , , 
 I just want my damn headphones back why is this so difficult. I sent the email please respond so i can get them from the driver. , We're so sorry for the trouble! Please send us a DM with your email address so we can assist. ,Left a pair of beats headphones in the back of my uber. After a shit show of a process getting a link to enter my number to connect to , , , , , 
" Unfortunately, no joy back at the store but thanks to all the staff on customer service for being most helpful. ", If the store has found this they will keep behind desk until you collect it. Ty Darren , I am home now but could pop back tomorrow if you think it would be worth it..? ," Hi Trish, I have tried to contact the store to ask but have had no luck! We can keep trying but are you able to return to store? TY Martin ","just dropped a Â£12 money off voucher in Elmers End branch, hoping some kind soul will hand it in ", , , 
 Thanks! I really hope you add the option to only view new releases from artist that we follow. , Don't worry we'll make sure to pass your feedback on to the relevant folks ðŸ˜ /SY , can you please add a feature to only view releases from artist you follow. ," Hey Rahger! Thanks for sharing your thoughts, we'll let the relevant folks know it's something you'd like to see /SY ",can you please add a feature to only view from releases from artist you follow. , , , 
 and no where in my subscriptions box nor my receipts box does it say I bought premium but it took the money out of my account. ,Paid for Premium but didn't even get it. :\ I just want my money back. , , , , , , 
" Hi Sharon, can you DM us your email address and the first line of your home address for data protection please? ",really needs to get their act together. Numerous emails to Alex Cruz and still no satisfactory reply! AVOID BA , , , , , , 
" We're constantly reviewing our routes, Nader. As mentioned we will pass on your feedback. ", Routes existed prior Ebola now no longer a danger. Current routes mainly though Casablanca/Brussels. UK commonwealth needs support + carrier ," We'll make sure your comments are passed on about possible route options, Nader. ","it is hurting British pride/business not to have a carrier flying direct to West Africa (Dakar, Freetown, Monrovia etc) ", , , , 
 Everything is up and running. What error message are you getting? ,Is there a problem with web- check in? , , , , , , 
 We'll be departing real soon. Thanks for hanging in there. ,been delayed 3+ hours on AA flight 2266 because 1st officer missing. Hope they give miles or compensation. , , , , , , 
 I want my money back. Her mistake shouldn't be my problem. Money was taken out of my account. I'm not a customer , 704-277-3102. I was a NEW customer for exactly 7 days. Returned the NEW phone device back to the store. Emply never returned the phone back. ," We can look into it, what would've been the number? ","customer care words: ""Unable to assist you"" ", , , , 
" Hey there, having issues with your charger or device? ",Hey The HTC Charger for my HTC wont charge my phone the orange light is on and charge level says 32% , , , , , , 
" No, it isn't right. Not acceptable! We apologize for the treatment that you had received. Please send us a DM right away. ",Is it normal to end a convo with a hang-up? By an agent and then a manager? Case 186228125 , , , , , , 
" Brilliant, thanks Ewan ", Hi Emily Winnersh currently have around 11 bottles in stock! Have a great day. Ewan ,"Hi, do you have Infacol Suspension Colic Drops in your Winnersh store today? Thanks. ", , , , , 
 As advised online you send your payment in by post using the instructions on your notice , Any other useful advice on how I can pay this fine please before I get charged due to something that isn't my fault? , Unfortunately we can't do anything from here it has to be done through the number or website only. ,"Hi there, I need to pay a UFN but the website has got a technical issue. I can't call the 08 number from my phone but I need to pay it before I get charged. ", , , , 
 Unfortunately we can't do anything from here it has to be done through the number or website only. ,"Hi there, I need to pay a UFN but the website has got a technical issue. I can't call the 08 number from my phone but I need to pay it before I get charged. ", , , , , , 
 I'll get this reported. , No staff around but lady from Costa says it happens all the time. Today included a rep from Costa who is still here half an hour later! , Have you mentioned this to the staff? ,need better signage 4 disabled spaces at Warrington BQ station.People think they are just short stay. , , , , 
